row_id,place_id,place_name,city,state,category,latitude,longitude,visit_date,visit_year,visit_month,visit_month_name,day_of_week,is_weekend,season,time_of_day,weather_condition,temperature_c,humidity_percent,rainfall_mm,weather_suitability_score,user_rating,review_text,sentiment_score,sentiment_label,crowd_level,crowd_numeric,entry_free,entry_fee_inr,visit_duration,travel_type,would_revisit,would_recommend,final_recommendation_score
4553,PL5997,Jallianwala Bagh,Amritsar,Punjab,Historic,31.620573,74.87209299999999,2019-07-24,2019,7,July,Wednesday,No,Monsoon,Evening,Heavy Rain,24.9,69.0,7.4,0.21,4.7,Not as grand as expected but still worth a short visit,0.0,Neutral,High,3.0,No,20.0,Full Day,Solo,Yes,Yes,0.4795
4554,PL8890,Nahargarh Fort,Jaipur,Rajasthan,Historic,26.945835000000002,75.813687,2021-05-02,2021,5,May,Sunday,Yes,Spring,Morning,Cloudy,26.4,71.0,42.3,0.51,3.9,"Unforgettable experience, will definitely visit again soon",1.0,Positive,High,3.0,No,,4-6 hours,Family,Yes,Yes,0.6315
4555,PL6341,Siddhivinayak Temple,Mumbai,Maharashtra,Religious,19.019881,72.826966,2020-03-19,2020,3,March,Thursday,No,Spring,Evening,Partly Cloudy,22.9,45.0,0.6,0.99,4.5,"Decent place to visit, nothing extraordinary but okay",0.0,Neutral,Medium,2.0,No,250.0,2-4 hours,Solo,Yes,Yes,0.7425
4556,PL4820,Amber Fort,Jaipur,Rajasthan,Historic,26.983123999999997,75.84790199999999,2020-08-09,2020,8,August,Sunday,Yes,Monsoon,Morning,Heavy Rain,30.4,92.0,0.4,0.21,4.8,Wonderful place to spend quality time with family,1.0,Positive,High,,Yes,0.0,Full Day,Couple,Yes,Yes,0.6105
4557,PL5443,Backwaters,Alleppey,Kerala,Natural,9.49892,76.343061,2023-10-28,2023,10,October,Saturday,Yes,Winter,Morning,Sunny,9.3,52.0,1.2,0.99,4.8,Incredible architecture that leaves you speechless completely,1.0,Positive,High,3.0,No,50.0,1-2 hours,Group,Yes,Yes,0.8055
4558,PL7476,Munroe Island,Alleppey,Kerala,Natural,9.098937,76.53732600000001,2022-10-29,2022,10,October,Saturday,Yes,Winter,Evening,Cloudy,14.1,51.0,45.1,0.71,4.0,Amazing historical significance and stunning architecture,1.0,Positive,High,3.0,No,75.0,1-2 hours,Solo,Yes,Yes,0.6875
4559,PL8460,Karanji Lake,Mysore,Karnataka,Natural,12.297461,76.64629,2021-08-02,2021,8,August,Monday,No,Monsoon,Afternoon,Windy,27.6,93.0,1.1,0.64,3.8,Very informative guides and well preserved heritage site,0.0,Neutral,High,3.0,Yes,0.0,2-4 hours,Couple,Yes,Yes,0.533
4560,PL5111,Ramnagar Fort,Varanasi,Uttar Pradesh,Historic,25.288153,83.041268,2023-10-25,2023,10,October,Wednesday,No,Winter,Night,Heavy Rain,15.9,52.0,6.9,0.16,4.1,"Unforgettable experience, will definitely visit again soon",1.0,Positive,High,3.0,No,20.0,Full Day,Group,Yes,Yes,0.556
4561,PL4286,Emerald Lake,Ooty,Tamil Nadu,Natural,11.437934,76.715001,2019-11-02,2019,11,November,Saturday,Yes,Winter,Evening,Partly Cloudy,15.5,61.0,1.8,0.78,4.2,Fine place for a quick stop during your city tour,0.0,Neutral,High,3.0,No,50.0,< 1 hour,Business,No,Yes,0.592
4562,PL5358,Indian Museum,Kolkata,West Bengal,Cultural,22.555642000000002,88.352685,2021-01-12,2021,1,January,Tuesday,No,Summer,Morning,Foggy,31.5,52.0,2.1,0.39,3.7,"Absolutely breathtaking experience, must visit for everyone",1.0,Positive,Low,1.0,No,50.0,Full Day,Family,Yes,Yes,0.7695
4563,PL5997,Jallianwala Bagh,Amritsar,Punjab,Historic,31.625584,74.878215,2022-10-29,2022,10,October,Saturday,Yes,Winter,Evening,Windy,15.5,47.0,1.2,0.6,5.0,Not as grand as expected but still worth a short visit,0.0,Neutral,High,3.0,No,250.0,< 1 hour,Group,No,Yes,0.595
4564,PL4498,Ooty Toy Train,Ooty,Tamil Nadu,Cultural,11.415700000000001,76.69648,2020-01-10,2020,1,January,Friday,No,Summer,Evening,Heavy Rain,25.2,55.0,13.0,0.39,4.2,"Average attraction, suitable for tourists visiting nearby",0.0,Neutral,High,3.0,No,150.0,4-6 hours,Solo,Yes,Yes,0.4945
4565,PL4776,Beas River,Manali,Himachal Pradesh,Natural,32.246738,77.186188,2020-01-25,2020,1,January,Saturday,Yes,Summer,Night,Cloudy,30.6,31.0,27.8,0.62,3.8,"Not worth the entry fee, basic facilities were lacking",-1.0,Negative,High,3.0,No,250.0,4-6 hours,Solo,Yes,Yes,0.403
4566,PL5358,Indian Museum,Kolkata,West Bengal,Cultural,22.561342,88.348773,2022-01-14,2022,1,January,Friday,No,Summer,Morning,Cloudy,32.2,41.0,16.8,0.64,3.9,"Mesmerizing beauty, the sunset here was simply divine",1.0,Positive,High,3.0,No,100.0,Full Day,Solo,Yes,Yes,0.664
4567,PL0197,Rohtang Pass,Manali,Himachal Pradesh,Natural,32.367138000000004,77.24653500000001,2023-08-28,2023,8,August,Monday,No,Monsoon,Morning,Cloudy,27.9,91.0,48.5,0.66,4.2,"Overcrowded and poorly maintained, very disappointing visit",-1.0,Negative,Medium,2.0,No,50.0,2-4 hours,Group,Yes,Yes,0.517
4568,PL9654,Kashi Vishwanath Temple,Varanasi,Uttar Pradesh,Religious,25.313872,83.008233,2022-06-24,2022,6,June,Friday,No,Monsoon,Night,Light Rain,26.3,68.0,43.7,0.58,4.7,Very informative guides and well preserved heritage site,0.0,Neutral,High,3.0,Yes,0.0,4-6 hours,Group,No,Yes,0.572
4569,PL0876,Howrah Bridge,Kolkata,West Bengal,Monument,22.584856000000002,88.350997,2019-06-22,2019,6,June,Saturday,Yes,Monsoon,Morning,Light Rain,28.0,94.0,23.8,0.66,4.2,"Great experience overall, very well maintained and clean",1.0,Positive,High,3.0,No,50.0,< 1 hour,Couple,No,Yes,0.687
4570,PL7999,Wagah Border,Amritsar,Punjab,Cultural,31.605768,74.578287,2020-05-31,2020,5,May,Sunday,Yes,Spring,Morning,Heavy Rain,19.9,59.0,25.0,0.35,4.6,"Mesmerizing beauty, the sunset here was simply divine",1.0,Positive,High,3.0,No,100.0,1-2 hours,Group,Yes,,0.6335
4571,PL6341,Siddhivinayak Temple,Mumbai,Maharashtra,Religious,19.02017,72.83516200000001,2020-10-02,2020,10,October,Friday,No,Winter,Night,,,52.0,28.1,0.49,5.0,"Unforgettable experience, will definitely visit again soon",1.0,Positive,High,3.0,Yes,0.0,2-4 hours,Solo,Yes,Yes,0.6925
4572,PL6942,Koodal Azhagar Temple,Madurai,Tamil Nadu,Religious,9.912943,78.120749,2019-05-22,2019,5,May,Wednesday,No,Spring,Afternoon,Sunny,27.9,48.0,0.2,0.83,4.4,"Perfect spot for photography, loved every moment here",1.0,Positive,Low,1.0,No,250.0,4-6 hours,Business,Yes,Yes,0.9215
4573,PL9336,Durgiana Temple,Amritsar,Punjab,Religious,31.62729,74.86203900000001,2024-04-26,2024,4,April,Friday,No,Spring,Evening,Cloudy,29.3,51.0,48.7,0.57,4.4,"Worth every penny, the view was absolutely spectacular",,,Medium,2.0,No,75.0,Full Day,Family,Yes,Yes,0.6315
4574,PL1888,India Gate,Delhi,Delhi,Monument,28.608631,77.23007,2024-02-20,2024,2,February,Tuesday,No,Summer,Morning,Sunny,31.9,62.0,2.1,0.83,3.5,"Overpriced for what it offers, parking was a nightmare",-1.0,Negative,Medium,2.0,No,150.0,4-6 hours,Business,Yes,Yes,0.5175
4575,PL0581,Mysore Zoo,Mysore,Karnataka,Natural,12.303993,76.653537,2024-12-23,2024,12,December,Monday,No,Winter,Morning,Clear,13.4,50.0,2.5,0.87,4.4,Excellent crowd management and great facilities available,1.0,Positive,High,3.0,No,75.0,,Family,No,Yes,0.7515
4576,PL5780,Pari Mahal,Srinagar,Jammu & Kashmir,Historic,34.075483,74.848546,2021-09-04,2021,9,September,Saturday,Yes,Monsoon,Night,Cloudy,21.7,64.0,21.8,0.44,4.1,"Typical tourist spot, does the job for a short visit",0.0,Neutral,High,3.0,No,75.0,1-2 hours,Solo,Yes,Yes,0.501
4577,PL0730,Qutub Minar,Delhi,Delhi,Historic,28.519775,77.183254,2020-02-15,2020,2,February,Saturday,Yes,Summer,Morning,Partly Cloudy,33.0,54.0,1.0,0.88,4.7,"Overpriced for what it offers, parking was a nightmare",-1.0,Negative,High,3.0,No,,4-6 hours,Group,Yes,Yes,0.522
4578,PL8858,Elephanta Caves,Mumbai,Maharashtra,Historic,18.959083,72.928781,2021-12-04,2021,12,December,Saturday,Yes,Winter,Afternoon,Light Rain,15.2,57.0,0.4,0.44,4.8,Incredible architecture that leaves you speechless completely,1.0,Positive,Medium,2.0,Yes,0.0,4-6 hours,Business,No,Yes,0.748
4579,PL8122,Golconda Fort,Hyderabad,Telangana,Historic,17.386650999999997,78.401067,2024-04-21,2024,4,April,Sunday,Yes,Spring,Night,Foggy,26.0,57.0,0.0,0.35,4.6,"Decent place to visit, nothing extraordinary but okay",0.0,,High,3.0,Yes,0.0,< 1 hour,Solo,Yes,Yes,0.5085
4580,PL9432,Science City,Kolkata,West Bengal,Cultural,22.535894000000003,88.400198,2024-12-10,2024,12,December,Tuesday,No,Winter,Morning,,18.0,40.0,1.0,0.76,4.9,"Long queues and rude staff, spoiled the overall experience",-1.0,Negative,High,3.0,No,200.0,4-6 hours,Couple,,Yes,0.504
4581,PL8541,Gateway of India,Mumbai,Maharashtra,Monument,18.91911,72.830804,2024-10-21,2024,10,October,Monday,No,Winter,Afternoon,Heavy Rain,11.0,58.0,27.4,0.3,4.4,"Mesmerizing beauty, the sunset here was simply divine",1.0,Positive,High,3.0,No,200.0,4-6 hours,Business,Yes,,0.609
4582,PL6341,Siddhivinayak Temple,Mumbai,Maharashtra,Religious,19.014694,72.832859,2019-02-22,2019,2,February,Friday,No,Summer,Night,Clear,34.3,46.0,2.9,0.89,4.8,"Perfect spot for photography, loved every moment here",1.0,,Medium,2.0,No,100.0,Full Day,Solo,No,Yes,0.8605
4583,PL0132,Red Fort,Delhi,Delhi,Historic,28.658552999999998,77.236091,2019-08-10,2019,8,August,Saturday,Yes,Monsoon,Evening,Windy,28.1,76.0,2.1,0.45,4.2,"Loved the local food stalls nearby, great overall trip",1.0,Positive,High,3.0,No,40.0,1-2 hours,Couple,No,Yes,0.6345
4584,PL8122,Golconda Fort,Hyderabad,Telangana,Historic,17.380464999999997,78.40039,2022-08-18,2022,8,August,Thursday,No,Monsoon,Afternoon,Clear,26.3,89.0,0.5,0.93,4.2,"Worth every penny, the view was absolutely spectacular",0.0,Neutral,High,3.0,No,20.0,1-2 hours,Group,Yes,Yes,0.6295
4585,PL6821,Taj Mahal,Agra,Uttar Pradesh,Historic,27.176505,78.041421,2020-03-23,2020,3,March,Monday,No,Spring,Afternoon,Light Rain,22.3,62.0,28.0,0.46,5.0,"Mesmerizing beauty, the sunset here was simply divine",1.0,Positive,High,,No,50.0,4-6 hours,Couple,No,Yes,0.685
4586,PL5443,Backwaters,Alleppey,Kerala,Natural,9.494446000000002,76.33779700000001,2023-09-14,2023,9,September,Thursday,No,Monsoon,Night,Light Rain,28.7,85.0,,0.45,5.0,"Okay experience, could be better with improved maintenance",0.0,Neutral,High,,Yes,0.0,1-2 hours,Family,,Yes,0.5575
4587,PL5296,Sarnath,Varanasi,Uttar Pradesh,Historic,25.371550000000003,83.02563500000001,2021-11-15,2021,11,November,Monday,No,Winter,Night,Sunny,14.1,59.0,1.9,0.75,3.8,"Moderate crowd, facilities are acceptable for the price",0.0,Neutral,Medium,2.0,No,150.0,< 1 hour,Solo,No,Yes,0.6405
4588,PL0739,Gulmarg Gondola,Gulmarg,Jammu & Kashmir,Natural,34.053584,74.379387,2021-10-01,2021,10,October,Friday,No,Winter,Night,Heavy Rain,9.1,69.0,27.6,0.34,4.9,Very informative guides and well preserved heritage site,0.0,Neutral,High,3.0,No,,1-2 hours,Family,Yes,Yes,0.524
4589,PL8420,City Palace,Jaipur,Rajasthan,Historic,26.923451999999997,75.82186,2022-11-07,2022,11,November,Monday,No,Winter,Afternoon,Clear,17.1,63.0,0.3,0.95,4.7,Excellent crowd management and great facilities available,1.0,Positive,High,3.0,No,75.0,Full Day,Business,Yes,Yes,0.7895
4590,PL6955,Victoria Memorial,Kolkata,West Bengal,Historic,22.549687,88.338764,2019-11-26,2019,11,November,Tuesday,No,Winter,Morning,Clear,13.4,49.0,0.0,0.95,5.0,"Absolutely breathtaking experience, must visit for everyone",1.0,Positive,Medium,2.0,No,100.0,4-6 hours,Solo,Yes,Yes,0.8875
4591,PL6955,Victoria Memorial,Kolkata,West Bengal,Historic,22.54965,88.34321200000001,2021-05-02,2021,5,May,Sunday,Yes,Spring,Morning,Foggy,29.1,70.0,2.3,0.17,4.6,"Great experience overall, very well maintained and clean",1.0,Positive,High,3.0,No,75.0,Full Day,Business,Yes,Yes,0.5885
4592,PL9336,Durgiana Temple,Amritsar,Punjab,Religious,31.619874,74.85742,2021-01-19,2021,1,January,Tuesday,No,Summer,Afternoon,Heavy Rain,35.0,32.0,44.2,0.32,5.0,"Perfect spot for photography, loved every moment here",1.0,Positive,Low,1.0,Yes,0.0,2-4 hours,Solo,No,Yes,0.83
4593,PL0730,Qutub Minar,Delhi,Delhi,Historic,28.527161,77.190143,2022-07-04,2022,7,July,Monday,No,Monsoon,Morning,Sunny,23.7,84.0,2.3,,4.3,"Mesmerizing beauty, the sunset here was simply divine",1.0,Positive,Medium,2.0,No,50.0,2-4 hours,Business,No,Yes,0.8355
4594,PL0581,Mysore Zoo,Mysore,Karnataka,Natural,12.30668,76.65529599999999,2022-11-17,2022,11,November,Thursday,No,Winter,Afternoon,Heavy Rain,18.0,62.0,9.8,0.26,3.6,Reasonable entry fee for what the place offers visitors,0.0,Neutral,High,3.0,No,40.0,1-2 hours,Solo,Yes,Yes,0.426
4595,PL8420,City Palace,Jaipur,Rajasthan,Historic,26.930429,75.82231300000001,2023-09-07,2023,9,September,Thursday,No,Monsoon,Night,Cloudy,28.0,80.0,,0.41,4.5,Very informative guides and well preserved heritage site,,,High,3.0,Yes,0.0,,Family,Yes,Yes,0.5175
4596,PL9900,Ooty Lake,Ooty,Tamil Nadu,Natural,11.408453,76.69565999999999,2023-01-07,2023,1,January,Saturday,Yes,Summer,Morning,Sunny,29.9,44.0,0.4,0.8,4.4,Superb ambiance and the staff was extremely helpful,,,Medium,2.0,No,150.0,1-2 hours,Couple,Yes,Yes,0.814
4597,PL1954,Birla Mandir,Hyderabad,Telangana,Religious,17.401858999999998,78.471582,2020-08-17,2020,8,August,Monday,No,Monsoon,Night,Heavy Rain,24.7,,41.0,0.24,5.0,"Unforgettable experience, will definitely visit again soon",1.0,,Medium,2.0,Yes,0.0,Full Day,Family,No,Yes,0.71
4598,PL5997,Jallianwala Bagh,Amritsar,Punjab,Historic,31.616663,74.87814999999999,2023-11-03,2023,11,November,Friday,No,Winter,Afternoon,Clear,14.4,64.0,2.0,0.98,4.2,"Unforgettable experience, will definitely visit again soon",1.0,Positive,High,3.0,No,100.0,4-6 hours,Family,Yes,Yes,0.767
4599,PL1954,Birla Mandir,Hyderabad,Telangana,Religious,17.408208,78.472732,2020-12-12,2020,12,December,Saturday,Yes,Winter,Night,Partly Cloudy,15.2,69.0,1.1,1.0,4.2,"Heavily commercialised, lost its original charm sadly",-1.0,Negative,Medium,2.0,Yes,0.0,2-4 hours,Group,No,Yes,0.602
4600,PL4561,Hussain Sagar Lake,Hyderabad,Telangana,Natural,17.420395,78.47728,2022-03-08,2022,3,March,Tuesday,No,Spring,Evening,Light Rain,22.5,73.0,35.4,0.62,4.5,Wonderful place to spend quality time with family,1.0,Positive,Medium,2.0,Yes,0.0,4-6 hours,Solo,Yes,Yes,0.775
4601,PL2433,Durgakund Temple,Varanasi,Uttar Pradesh,Religious,25.29908,82.99849300000001,2021-06-25,2021,6,June,Friday,No,Monsoon,Night,Light Rain,25.7,100.0,0.1,0.74,4.6,Reasonable entry fee for what the place offers visitors,0.0,Neutral,Medium,2.0,No,100.0,1-2 hours,Family,Yes,Yes,0.686
4602,PL6341,Siddhivinayak Temple,Mumbai,Maharashtra,Religious,19.01598,72.834047,2024-03-30,2024,3,March,Saturday,Yes,Spring,Morning,Light Rain,28.1,50.0,10.8,0.54,4.2,Very informative guides and well preserved heritage site,,,High,3.0,No,75.0,1-2 hours,Business,,Yes,0.532
4603,PL8276,Botanical Garden,Ooty,Tamil Nadu,Natural,11.410757,76.705387,2020-11-22,2020,11,November,Sunday,Yes,Winter,Evening,Sunny,8.2,48.0,1.8,,5.0,"Worth every penny, the view was absolutely spectacular",0.0,Neutral,High,3.0,No,50.0,,Couple,Yes,Yes,0.6625
4604,PL2433,Durgakund Temple,Varanasi,Uttar Pradesh,Religious,25.301465,82.99903400000001,2022-11-19,2022,11,November,Saturday,Yes,Winter,Evening,Light Rain,19.5,49.0,15.3,0.48,3.8,"Worth every penny, the view was absolutely spectacular",0.0,Neutral,High,3.0,No,,1-2 hours,Couple,Yes,Yes,0.493
4605,PL6505,Shankaracharya Temple,Srinagar,Jammu & Kashmir,Religious,34.09196,74.847114,2020-12-03,2020,12,December,Thursday,No,Winter,Night,Foggy,,61.0,1.8,0.29,4.5,Incredible architecture that leaves you speechless completely,1.0,Positive,Low,1.0,No,200.0,Full Day,Solo,Yes,Yes,0.7925
4606,PL4819,Lotus Temple,Delhi,Delhi,Religious,28.55412,77.26347299999999,2022-09-27,2022,9,September,Tuesday,No,Monsoon,Morning,Heavy Rain,28.8,87.0,3.0,0.2,4.1,"Okay experience, could be better with improved maintenance",0.0,Neutral,Medium,2.0,Yes,0.0,1-2 hours,Business,No,Yes,0.521
4607,PL6955,Victoria Memorial,Kolkata,West Bengal,Historic,22.548284,88.342532,2024-04-21,2024,4,April,Sunday,Yes,Spring,Morning,Clear,21.9,61.0,0.5,0.78,5.0,"Typical tourist spot, does the job for a short visit",,,Medium,2.0,No,200.0,2-4 hours,Business,Yes,Yes,0.72
4608,PL9780,Old Manali,Manali,Himachal Pradesh,Cultural,32.259129,77.17615599999999,2024-01-18,2024,1,January,Thursday,No,Summer,Night,Partly Cloudy,25.5,35.0,1.5,0.86,4.2,"Loved the local food stalls nearby, great overall trip",1.0,Positive,High,3.0,Yes,,< 1 hour,Group,No,Yes,0.737
4609,PL2700,Mughal Gardens,Srinagar,Jammu & Kashmir,Natural,34.12066,74.872335,2024-10-24,2024,10,October,Thursday,No,Winter,Morning,Clear,13.2,57.0,,0.97,4.4,One of the most beautiful places I have ever seen in my life,1.0,Positive,Medium,2.0,No,50.0,Full Day,Solo,Yes,Yes,0.8565
4610,PL7000,Solang Valley,Manali,Himachal Pradesh,Natural,32.318775,77.146422,2020-09-08,2020,9,September,Tuesday,No,Monsoon,Afternoon,Light Rain,27.9,99.0,23.3,0.45,4.1,"Worth every penny, the view was absolutely spectacular",0.0,Neutral,Medium,2.0,No,20.0,2-4 hours,Family,Yes,Yes,0.5835
4611,PL1787,Alappuzha Beach,Alleppey,Kerala,Natural,9.486422000000001,76.32860600000001,2023-04-02,2023,4,April,Sunday,Yes,Spring,Night,Light Rain,23.8,49.0,6.5,0.69,4.5,"Good for a one time visit, average experience overall",0.0,Neutral,Medium,2.0,Yes,0.0,4-6 hours,Couple,No,Yes,0.6675
4612,PL9654,Kashi Vishwanath Temple,Varanasi,Uttar Pradesh,Religious,25.31242,83.010371,2024-12-04,2024,12,December,Wednesday,No,Winter,Afternoon,Heavy Rain,16.4,44.0,48.7,0.25,5.0,"Absolutely breathtaking experience, must visit for everyone",1.0,Positive,High,3.0,No,,1-2 hours,Group,Yes,Yes,0.6325
4613,PL5997,Jallianwala Bagh,Amritsar,Punjab,Historic,31.617675,74.873958,2019-08-12,2019,8,August,Monday,No,Monsoon,Evening,Partly Cloudy,21.3,87.0,0.1,0.81,4.3,"Unforgettable experience, will definitely visit again soon",,,Low,1.0,Yes,0.0,< 1 hour,Business,No,Yes,0.9105
4614,PL7999,Wagah Border,Amritsar,Punjab,Cultural,31.602098,74.576404,2019-11-04,2019,11,November,Monday,No,Winter,Afternoon,Windy,13.9,37.0,2.3,0.74,4.6,"Mesmerizing beauty, the sunset here was simply divine",1.0,Positive,Medium,2.0,Yes,0.0,1-2 hours,Business,,,0.811
4615,PL8460,Karanji Lake,Mysore,Karnataka,Natural,12.291193,76.65100699999999,2020-11-19,2020,11,November,Thursday,No,Winter,Morning,Windy,,47.0,1.4,0.7,4.1,Incredible architecture that leaves you speechless completely,,,Medium,2.0,No,500.0,4-6 hours,Family,No,Yes,0.771
4616,PL9780,Old Manali,Manali,Himachal Pradesh,Cultural,,77.167835,2019-06-26,2019,6,June,Wednesday,No,Monsoon,Night,Foggy,26.8,67.0,2.3,0.26,4.7,"Loved the local food stalls nearby, great overall trip",1.0,Positive,Low,1.0,No,75.0,2-4 hours,Group,No,Yes,0.797
4617,PL7220,St. Philomena's Church,Mysore,Karnataka,Religious,12.320098,76.662917,2023-08-29,2023,8,August,Tuesday,No,Monsoon,Afternoon,Windy,34.2,79.0,2.8,0.62,4.6,Fine place for a quick stop during your city tour,0.0,,Low,1.0,No,50.0,1-2 hours,Family,Yes,Yes,0.756
4618,PL7736,Jantar Mantar,Jaipur,Rajasthan,Historic,26.922183,75.823593,2020-06-30,2020,6,June,Tuesday,No,Monsoon,Evening,Light Rain,27.8,81.0,40.2,0.54,3.7,Fine place for a quick stop during your city tour,0.0,Neutral,High,3.0,No,150.0,Full Day,Business,No,Yes,0.502
4619,PL2976,Krishnapuram Palace,Alleppey,Kerala,Historic,9.152543,76.527209,2019-08-24,2019,8,August,Saturday,Yes,Monsoon,Afternoon,Sunny,18.7,76.0,2.1,,4.4,Not as grand as expected but still worth a short visit,0.0,Neutral,Medium,2.0,No,200.0,,Family,Yes,Yes,0.7115
4620,PL2849,Varanasi Ghats,Varanasi,Uttar Pradesh,Religious,25.318562999999997,83.00992600000001,2024-11-23,2024,11,November,Saturday,Yes,Winter,Afternoon,,10.0,61.0,2.0,0.63,4.8,Excellent crowd management and great facilities available,1.0,Positive,High,3.0,Yes,0.0,1-2 hours,Business,Yes,Yes,0.7155
4621,PL7901,Hazratbal Shrine,Srinagar,Jammu & Kashmir,Religious,34.124804,74.82556,2024-09-12,2024,9,September,Thursday,No,Monsoon,Afternoon,Light Rain,24.4,82.0,39.3,0.7,4.4,"Overcrowded and poorly maintained, very disappointing visit",,,High,3.0,No,500.0,1-2 hours,Solo,Yes,Yes,0.459
4622,PL6364,Samanar Hills,Madurai,Tamil Nadu,Natural,9.968419,77.966813,2022-12-02,2022,12,December,Friday,No,Winter,Morning,Foggy,19.0,56.0,0.3,0.33,4.4,One of the most beautiful places I have ever seen in my life,,,Low,1.0,No,20.0,,Group,,Yes,0.7965
4623,PL5619,Mysore Palace,Mysore,Karnataka,Historic,12.304155,76.652011,2021-11-10,2021,11,November,Wednesday,No,Winter,Morning,Windy,14.2,38.0,2.9,0.48,4.7,"Perfect spot for photography, loved every moment here",1.0,,High,3.0,No,20.0,< 1 hour,Business,,Yes,0.672
4624,PL7901,Hazratbal Shrine,Srinagar,Jammu & Kashmir,Religious,34.131994,74.83039699999999,2023-08-09,2023,8,August,Wednesday,No,Monsoon,Afternoon,Heavy Rain,30.6,67.0,5.5,0.39,4.5,"Average attraction, suitable for tourists visiting nearby",0.0,Neutral,Low,1.0,No,150.0,< 1 hour,Solo,Yes,Yes,0.6925
4625,PL6357,Brindavan Gardens,Mysore,Karnataka,Natural,12.427749,76.570383,2024-08-26,2024,8,August,Monday,No,Monsoon,Evening,Windy,32.9,100.0,0.2,0.58,4.3,"Worth every penny, the view was absolutely spectacular",0.0,Neutral,Medium,2.0,No,30.0,2-4 hours,Group,No,Yes,0.628
4626,PL7387,Chhatrapati Shivaji Museum,Mumbai,Maharashtra,Cultural,18.930298,72.827996,2021-04-22,2021,4,April,Thursday,No,Spring,Afternoon,Cloudy,20.7,72.0,,0.68,4.9,"Perfect spot for photography, loved every moment here",1.0,Positive,High,3.0,Yes,,2-4 hours,Couple,Yes,Yes,0.734
4627,PL0730,Qutub Minar,Delhi,Delhi,Historic,28.525692,77.18092200000001,2019-05-18,2019,5,May,Saturday,Yes,Spring,Afternoon,Windy,28.2,76.0,2.9,0.58,4.6,Superb ambiance and the staff was extremely helpful,1.0,Positive,High,3.0,No,150.0,2-4 hours,Family,No,Yes,0.691
4628,PL5296,Sarnath,Varanasi,Uttar Pradesh,Historic,25.367437000000002,83.023757,2022-09-22,2022,9,September,Thursday,No,Monsoon,Night,Cloudy,21.6,65.0,19.0,0.44,4.4,Excellent crowd management and great facilities available,1.0,Positive,Medium,,No,500.0,2-4 hours,Business,Yes,Yes,0.724
4629,PL5111,Ramnagar Fort,Varanasi,Uttar Pradesh,Historic,25.283311,83.037413,2022-07-30,2022,7,July,Saturday,Yes,Monsoon,Morning,Foggy,31.7,97.0,1.0,0.26,4.6,"Unforgettable experience, will definitely visit again soon",1.0,Positive,High,3.0,No,75.0,1-2 hours,Family,,Yes,0.611
4630,PL5619,Mysore Palace,Mysore,Karnataka,Historic,12.300993,76.653163,2021-08-08,2021,8,August,Sunday,Yes,Monsoon,Evening,Cloudy,28.1,78.0,15.9,0.45,5.0,Amazing historical significance and stunning architecture,1.0,Positive,High,3.0,Yes,,Full Day,Family,Yes,Yes,0.6825
4631,PL9432,Science City,Kolkata,West Bengal,Cultural,22.536043000000003,88.40031599999999,2022-03-18,2022,3,March,Friday,No,Spring,Afternoon,Clear,26.7,52.0,2.8,0.91,4.1,Not as grand as expected but still worth a short visit,0.0,Neutral,High,3.0,No,50.0,2-4 hours,Group,Yes,Yes,0.6185
4632,PL1359,Salar Jung Museum,Hyderabad,Telangana,Cultural,17.366446,78.477208,2021-12-12,2021,12,December,Sunday,Yes,Winter,Morning,Clear,21.2,54.0,1.4,0.83,4.9,"Perfect spot for photography, loved every moment here",1.0,Positive,High,3.0,Yes,0.0,< 1 hour,Couple,No,Yes,0.7715
4633,PL5443,Backwaters,Alleppey,Kerala,Natural,9.495013,76.335943,2022-05-30,2022,5,May,Monday,No,Spring,Night,Clear,29.3,47.0,0.0,0.94,3.9,,,,Medium,2.0,No,75.0,2-4 hours,Family,No,Yes,0.819
4634,PL5033,Marine Drive,Mumbai,Maharashtra,Natural,18.947228,72.821937,2019-11-23,2019,11,November,Saturday,Yes,Winter,Afternoon,Light Rain,11.0,52.0,43.2,0.61,4.1,,-1.0,Negative,High,,No,100.0,2-4 hours,,No,Yes,0.4185
4635,PL5114,Hadimba Temple,Manali,Himachal Pradesh,Religious,32.239447000000006,77.192313,2023-11-08,2023,11,November,Wednesday,No,Winter,Morning,Foggy,14.7,,2.5,0.29,4.3,Incredible architecture that leaves you speechless completely,,,Low,1.0,No,100.0,4-6 hours,Group,Yes,,0.7805
4636,PL7369,Ramoji Film City,Hyderabad,Telangana,Cultural,17.25083,78.685215,2021-05-28,2021,5,May,Friday,No,Spring,Morning,,25.5,67.0,0.5,0.28,4.4,"Typical tourist spot, does the job for a short visit",0.0,Neutral,Medium,2.0,No,30.0,1-2 hours,Business,Yes,Yes,0.559
4637,PL5780,Pari Mahal,Srinagar,Jammu & Kashmir,Historic,34.081466,74.848371,2019-05-01,2019,5,May,Wednesday,No,Spring,Afternoon,Light Rain,25.1,55.0,20.4,0.71,5.0,Very informative guides and well preserved heritage site,0.0,Neutral,Low,,Yes,0.0,Full Day,,Yes,Yes,0.8025
